"NAME","CATEGORY","상가업소번호","상호명","상권업종대분류명","상권업종중분류명","시도명","시군구명","법정동명","지번주소","도로명","구우편번호","경도","위도","거리"
"코코로벤또마포","일식","MA010120220805438555","코코로벤또마포","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 18-14","서울특별시 마포구 마포대로",121812,126.9513151,37.54283627,355
"경복궁마포로이넷호텔점엔타스","동남아시아","MA010120220805526514","경복궁마포로이넷호텔점엔타스","음식","동남아시아","서울특별시","마포구","도화동","서울특별시 마포구 도화동 573","서울특별시 마포구 마포대로",121815,126.9482852,37.54183619,239
"홍대개미","한식","MA010120220805536029","홍대개미","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로",121916,126.9508646,37.5451119,324
"신참떡볶이대흥역점","기타 간이","MA010120220805608723","신참떡볶이대흥역점","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-23","서울특별시 마포구 백범로",121872,126.9456936,37.54667871,348
"하하","중식","MA010120220805641398","하하","음식","중식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 4-39","서울특별시 마포구 새창로",121812,126.9529271,37.5416612,538
"덕이분식","기타 간이","MA010120220805638676","덕이분식","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 178-2","서울특별시 마포구 백범로",121874,126.9437959,37.54722941,495
"토프레소공덕르네상스점","비알코올 ","MA010120220805963624","토프레소공덕르네상스점","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 456","서울특별시 마포구 만리재로",121706,126.9528154,37.5439849,467
"도넛홀릭","비알코올 ","MA010120220805959905","도넛홀릭","음식","비알코올 ","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 262-1","서울특별시 마포구 백범로",121809,126.9424357,37.54738843,593
"이든케이크","기타 간이","MA010120220805950404","이든케이크","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 195-3","서울특별시 마포구 도화4길",121812,126.9510008,37.5410404,442
"옥면가","한식","MA010120220805736428","옥면가","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 159-5","서울특별시 마포구 백범로26길",121873,126.9458996,37.54570743,246
"마녀김밥공덕점","기타 간이","MA010120220806308023","마녀김밥공덕점","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 479","서울특별시 마포구 백범로31길",121862,126.948679,37.54521861,179
"리즈앤킴즈파트너스","한식","MA010120220805736145","리즈앤킴즈파트너스","음식","한식","서울특별시","마포구","마포동","서울특별시 마포구 마포동 33-1","서울특별시 마포구 마포대로",121708,126.944812,37.53937239,557
"뚜레쥬르","기타 간이","MA010120220806025868","뚜레쥬르","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 461","서울특별시 마포구 백범로",121862,126.9500559,37.54387029,224
"하모네꼬","서양식","MA010120220806162615","하모네꼬","음식","서양식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 245-3","서울특별시 마포구 백범로16안길",121809,126.942639,37.54661536,525
"곤트란쉐리에","비알코올 ","MA010120220805999842","곤트란쉐리에","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 4-112","서울특별시 마포구 새창로",121812,126.9530973,37.54162666,553
"장터생선구이","한식","MA010120220806207584","장터생선구이","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-5","서울특별시 마포구 마포대로6길",121803,126.9531704,37.54530357,522
"호치킨마포도화점","기타 간이","MA010120220806050811","호치킨마포도화점","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 183-15","서울특별시 마포구 새창로",121812,126.9516662,37.54201043,422
"은태에프앤비","한식","MA010120220806348100","은태에프앤비","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-3","서울특별시 마포구 도화길",121813,126.9469464,37.53967077,473
"캐스크파트너스마포2지점","일식","MA010120220806403124","캐스크파트너스마포2지점","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 536","서울특별시 마포구 토정로37길",121731,126.9473581,37.54258481,147
"희망분식","기타 간이","MA010120220806445183","희망분식","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 178-61","서울특별시 마포구 백범로17길",121874,126.9439529,37.54732993,494
"모로미쿠시","일식","MA010120220806382313","모로미쿠시","음식","일식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 168-40","서울특별시 마포구 백범로36길",121874,126.9490893,37.54340216,149
"차돌소풍","한식","MA010120220806395522","차돌소풍","음식","한식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 259","서울특별시 마포구 백범로16길",121809,126.9423018,37.54725208,592
"정각","서양식","MA010120220806395380","정각","음식","서양식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 441-1","서울특별시 마포구 백범로20길",121811,126.9439398,37.5458521,383
"유미카츠","일식","MA010120220806467191","유미카츠","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 7-5","서울특별시 마포구 도화2안길",121812,126.9489247,37.53980553,472
"하이카오산","동남아시아","MA010120220806456774","하이카오산","음식","동남아시아","서울특별시","마포구","신공덕동","서울특별시 마포구 신공덕동 172","서울특별시 마포구 백범로",121802,126.9541152,37.54409553,582
"기노","일식","MA010120220806499684","기노","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 204-1","서울특별시 마포구 삼개로3길",121813,126.9479804,37.53856269,595
"카페소소리","비알코올 ","MA010120220806477219","카페소소리","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 373-8","서울특별시 마포구 마포대로7길",121860,126.9517269,37.54737217,535
"서초동연가","한식","MA010120220806475608","서초동연가","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 183-2","서울특별시 마포구 도화길",121812,126.9512147,37.54192532,393
"디어모먼트","비알코올 ","MA010120220806476252","디어모먼트","음식","비알코올 ","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 246","서울특별시 마포구 대흥로",121809,126.9420023,37.5468259,585
"테이퍼드커피스탠드","비알코올 ","MA010120220806523323","테이퍼드커피스탠드","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"월매","한식","MA010120220806621635","월매","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-29","서울특별시 마포구 만리재옛길",121803,126.9541381,37.54488865,594
"뉴욕핫도그앤커피","비알코올 ","MA010120220806565435","뉴욕핫도그앤커피","음식","비알코올 ","서울특별시","마포구","염리동","서울특별시 마포구 염리동 147-16","서울특별시 마포구 숭문길",121872,126.9455878,37.54695709,380
"락희앤컴퍼니락희옥마포","한식","MA010120220806513550","락희앤컴퍼니락희옥마포","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 478","서울특별시 마포구 백범로",121862,126.9492466,37.54428658,158
"본도시락","한식","MA010120220806562935","본도시락","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 40-4","서울특별시 마포구 토정로",121875,126.9440819,37.53978936,549
"옛날불고기대상","한식","MA010120220806591477","옛날불고기대상","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-1","서울특별시 마포구 새창로",121812,126.9516496,37.54238872,401
"푸드딜리버리","한식","MA010120220806662241","푸드딜리버리","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 148-42","서울특별시 마포구 숭문2길",121872,126.9456468,37.54678642,361
"배부리식당","한식","MA010120220806663113","배부리식당","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 555","서울특별시 마포구 마포대로",121779,126.9454259,37.53997257,474
"샐러디","서양식","MA010120220806649940","샐러디","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 559","서울특별시 마포구 마포대로",121784,126.947185,37.54121368,300
"그로토","비알코올 ","MA010120220806520787","그로토","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 184-22","서울특별시 마포구 새창로4길",121812,126.951784,37.54167809,450
"설빙마포","비알코올 ","MA010120220806631441","설빙마포","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 179-18","서울특별시 마포구 도화길",121812,126.9493375,37.54103462,357
"성성식당","한식","MA010120220806684953","성성식당","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-13","서울특별시 마포구 마포대로",121812,126.9513151,37.54283627,355
"자인정육식당","한식","MA010120220806612481","자인정육식당","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 38-3","서울특별시 마포구 새창로",121812,126.9521884,37.54188892,469
"투썸플레이스공덕헤링턴","비알코올 ","MA010120220806723418","투썸플레이스공덕헤링턴","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 18-14","서울특별시 마포구 마포대로",121812,126.9513151,37.54283627,355
"경우에프앤비","구내식당·뷔페","MA010120220806765285","경우에프앤비","음식","구내식당·뷔페","서울특별시","마포구","도화동","서울특별시 마포구 도화동 169-1","서울특별시 마포구 마포대로",121812,126.9483468,37.5406744,366
"맛짜우","기타 간이","MA010120220806748610","맛짜우","음식","기타 간이","서울특별시","마포구","마포동","서울특별시 마포구 마포동 189","서울특별시 마포구 마포대로4나길",121812,126.9462698,37.53870062,589
"명랑핫도그대흥역점","기타 간이","MA010120220806761198","명랑핫도그대흥역점","음식","기타 간이","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 140-5","서울특별시 마포구 백범로",121809,126.9428165,37.54767116,589
"파크사이드","비알코올 ","MA010120220806750334","파크사이드","음식","비알코올 ","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 241-40","서울특별시 마포구 백범로16안길",121809,126.9437975,37.54631937,424
"본죽앤비빔밥마포롯데","한식","MA010120220806740669","본죽앤비빔밥마포롯데","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 467","서울특별시 마포구 마포대로",121916,126.9508646,37.5451119,324
"춘리마라탕","중식","MA010120220806744590","춘리마라탕","음식","중식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-13","서울특별시 마포구 만리재로",121758,126.9527505,37.54457901,467
"정도커피","비알코올 ","MA010120220806789470","정도커피","음식","비알코올 ","서울특별시","마포구","용강동","서울특별시 마포구 용강동 508","서울특별시 마포구 토정로31길",121070,126.9437404,37.54234526,375
"브레댄코","기타 간이","MA010120220806838435","브레댄코","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 160","서울특별시 마포구 마포대로",121812,126.9459068,37.53957139,502
"머구리","한식","MA010120220806817160","머구리","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 181-14","서울특별시 마포구 도화길",121812,126.9506273,37.54185703,356
"타쿠미야글로벌타쿠미야","기타 간이","MA010120220806815455","타쿠미야글로벌타쿠미야","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"탐앤탐스마포도화점","비알코올 ","MA010120220806792828","탐앤탐스마포도화점","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 202-1","서울특별시 마포구 삼개로",121813,126.9476352,37.5389741,548
"이요이요파크자이","일식","MA010120220806935518","이요이요파크자이","음식","일식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"점심시간","한식","MA010120220806911197","점심시간","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"도원떡방","기타 간이","MA010120220806919779","도원떡방","음식","기타 간이","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 218","서울특별시 마포구 백범로18길",121809,126.94233,37.54685587,563
"긴자료코","일식","MA010120220806951200","긴자료코","음식","일식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 502","서울특별시 마포구 토정로31길",121070,126.9414648,37.54162207,591
"찾아줘해결사","비알코올 ","MA010120220806881542","찾아줘해결사","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 538","서울특별시 마포구 큰우물로",121743,126.9462787,37.54128669,311
"더테이블마포탭룸","서양식","MA010120220806895237","더테이블마포탭룸","음식","서양식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 40-1","서울특별시 마포구 토정로",121875,126.9437739,37.53996681,548
"정정","한식","MA010120220806929884","정정","음식","한식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 466-5","서울특별시 마포구 백범로24길",121811,126.9441836,37.54622371,391
"렛츠파스타","서양식","MA010120220806980472","렛츠파스타","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 51-1","서울특별시 마포구 마포대로",121715,126.9468731,37.54085949,343
"오마이팟","동남아시아","MA010120220806988135","오마이팟","음식","동남아시아","서울특별시","마포구","도화동","서울특별시 마포구 도화동 556","서울특별시 마포구 마포대로",121815,126.9489463,37.54230161,218
"도우스","기타 간이","MA010120220806968694","도우스","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"마포건닭포차","기타 간이","MA010120220807054662","마포건닭포차","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-3","서울특별시 마포구 도화길",121813,126.9469464,37.53967077,473
"그집파스타","서양식","MA010120220807037678","그집파스타","음식","서양식","서울특별시","마포구","신공덕동","서울특별시 마포구 신공덕동 172","서울특별시 마포구 백범로",121802,126.9541152,37.54409553,582
"미스터리브루잉컴퍼니","서양식","MA010120220807126961","미스터리브루잉컴퍼니","음식","서양식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 168-9","서울특별시 마포구 독막로",121749,126.9474628,37.54399137,11
"맥서브호야커피","비알코올 ","MA010120220807076163","맥서브호야커피","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 565","서울특별시 마포구 새창로",121815,126.9509015,37.54247218,338
"소문난쭈꾸미마포","한식","MA010120220807084151","소문난쭈꾸미마포","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 179-15","서울특별시 마포구 새창로2길",121812,126.9493001,37.54127757,331
"모연마포","한식","MA010120220807059512","모연마포","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 51-5","서울특별시 마포구 토정로",121875,126.9437476,37.53942595,599
"버터필드","비알코올 ","MA010120220807173957","버터필드","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 257","서울특별시 마포구 도화2안길",121813,126.9486858,37.53909158,545
"그린데이즈","기타 간이","MA010120220807170860","그린데이즈","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"예스유캔에프앤비","비알코올 ","MA010120220807203900","예스유캔에프앤비","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 538","서울특별시 마포구 큰우물로",121743,126.9462787,37.54128669,311
"제주은희네해장국마포","한식","MA010120220807204818","제주은희네해장국마포","음식","한식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 51-8","서울특별시 마포구 토정로",121875,126.9439298,37.53934649,597
"청도식당","한식","MA010120220807165438","청도식당","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-5","서울특별시 마포구 마포대로6길",121803,126.9531704,37.54530357,522
"소돌초밥","일식","MA010120220807139138","소돌초밥","음식","일식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 241-17","서울특별시 마포구 백범로20길",121809,126.9438732,37.54656333,437
"쿠시그릴","한식","MA010120220807213169","쿠시그릴","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 179-12","서울특별시 마포구 도화길",121812,126.9495845,37.54117198,354
"리즈랩","일식","MA010120220807483907","리즈랩","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 555","서울특별시 마포구 마포대로",121779,126.9454259,37.53997257,474
"제주돈도야지","한식","MA010120220807364427","제주돈도야지","음식","한식","서울특별시","마포구","염리동","서울특별시 마포구 염리동 147-27","서울특별시 마포구 숭문길",121872,126.9455614,37.54722717,408
"공덕김밥","기타 간이","MA010120220807780676","공덕김밥","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 255-6","서울특별시 마포구 마포대로",121803,126.9518585,37.54443594,387
"반미362공덕","동남아시아","MA010120220807710942","반미362공덕","음식","동남아시아","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"매머드익스프레스마포트라","비알코올 ","MA010120220807775150","매머드익스프레스마포트라","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 559","서울특별시 마포구 마포대로",121784,126.947185,37.54121368,300
"삼총사푸드","중식","MA010120220807805632","삼총사푸드","음식","중식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 37","서울특별시 마포구 마포대로",121732,126.9470781,37.53996028,440
"뚜레쥬르마포","기타 간이","MA010120220807565421","뚜레쥬르마포","음식","기타 간이","서울특별시","마포구","용강동","서울특별시 마포구 용강동 502","서울특별시 마포구 토정로31길",121070,126.9414648,37.54162207,591
"곱","한식","MA010120220807584903","곱","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 179-18","서울특별시 마포구 도화길",121812,126.9493375,37.54103462,357
"옛날통닭","기타 간이","MA010120220807755368","옛날통닭","음식","기타 간이","서울특별시","마포구","마포동","서울특별시 마포구 마포동 189","서울특별시 마포구 마포대로4나길",121812,126.9462698,37.53870062,589
"우리동네내와인","서양식","MA010120220807665132","우리동네내와인","음식","서양식","서울특별시","마포구","용강동","서울특별시 마포구 용강동 19-2","서울특별시 마포구 큰우물로4길",121875,126.9446772,37.5417139,349
"모닝김밥","기타 간이","MA010120220807794973","모닝김밥","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"정성을담다간편","한식","MA010120220807930241","정성을담다간편","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 51-1","서울특별시 마포구 마포대로",121715,126.9468731,37.54085949,343
"전설의김치찌개","한식","MA010120220808023202","전설의김치찌개","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 173","서울특별시 마포구 마포대로",121745,126.9478042,37.54224639,186
"한방삼계탕","한식","MA010120220807881404","한방삼계탕","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-13","서울특별시 마포구 만리재로",121758,126.9527505,37.54457901,467
"푸라닭","기타 간이","MA010120220807942947","푸라닭","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-10","서울특별시 마포구 도화길",121813,126.9469252,37.53957147,484
"오빠닭네","한식","MA010120220808016531","오빠닭네","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-3","서울특별시 마포구 새창로",121812,126.9517407,37.54234447,411
"뚜레쥬르","기타 간이","MA010120220807981000","뚜레쥬르","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-4","서울특별시 마포구 삼개로",121702,126.9472575,37.53927708,515
"남해바다","한식","MA010120220807907778","남해바다","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 536","서울특별시 마포구 토정로37길",121731,126.9473581,37.54258481,147
"온다옴","한식","MA010120220807999417","온다옴","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"스마일꽈배기","기타 간이","MA010120220808066017","스마일꽈배기","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 147-37","서울특별시 마포구 숭문길",121872,126.9455886,37.54690303,375
"장공당떡군","기타 간이","MA010120220808053097","장공당떡군","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 343-2","서울특별시 마포구 도화길",121813,126.9484762,37.54032414,407
"세광양대창마포","한식","MA010120220808105391","세광양대창마포","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 179-6","서울특별시 마포구 도화길",121812,126.9492142,37.54095243,360
"미트라운지","한식","MA010120220808238605","미트라운지","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 4-50","서울특별시 마포구 새창로",121812,126.9533595,37.54149383,580
"꿀때기곱창마포","한식","MA010120220808215269","꿀때기곱창마포","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-2","서울특별시 마포구 삼개로",121813,126.9473896,37.53953956,485
"추떡","한식","MA010120220808196361","추떡","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 456","서울특별시 마포구 만리재로",121706,126.9528154,37.5439849,467
"박용석스시","일식","MA010120220808223857","박용석스시","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 250-15","서울특별시 마포구 도화길",121813,126.9473972,37.53980094,456
"펠리츠커피","비알코올 ","MA010120220808250172","펠리츠커피","음식","비알코올 ","서울특별시","마포구","염리동","서울특별시 마포구 염리동 168-9","서울특별시 마포구 독막로",121749,126.9474628,37.54399137,11
"커피코트공덕롯데캐슬","비알코올 ","MA010120220808009101","커피코트공덕롯데캐슬","음식","비알코올 ","서울특별시","마포구","염리동","서울특별시 마포구 염리동 108","서울특별시 마포구 숭문4길",121872,126.9463763,37.54801835,469
"김태완스시마포","일식","MA010120220808251124","김태완스시마포","음식","일식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-21","서울특별시 마포구 삼개로",121813,126.9477835,37.53968724,469
"카페오디디오","비알코올 ","MA010120220808207591","카페오디디오","음식","비알코올 ","서울특별시","마포구","염리동","서울특별시 마포구 염리동 27-46","서울특별시 마포구 마포대로11길",121871,126.9491134,37.54893477,577
"메가엠지씨커피마포도화점","비알코올 ","MA010120220808178209","메가엠지씨커피마포도화점","음식","비알코올 ","서울특별시","마포구","도화동","서울특별시 마포구 도화동 204-10","서울특별시 마포구 삼개로",121813,126.9475947,37.53863134,586
"합천돼지국밥","한식","MA010120220808384955","합천돼지국밥","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 38-23","서울특별시 마포구 새창로4가길",121812,126.9519511,37.54186879,452
"잉쓰공덕","서양식","MA010120220808324043","잉쓰공덕","음식","서양식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 194-13","서울특별시 마포구 도화길",121812,126.9510605,37.54162661,402
"이스탄불그릴","동남아시아","MA010120220808279199","이스탄불그릴","음식","동남아시아","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"보쌈한상","한식","MA010120220808133404","보쌈한상","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 536","서울특별시 마포구 토정로37길",121731,126.9473581,37.54258481,147
"월화식당","한식","MA010120220808161837","월화식당","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 179-5","서울특별시 마포구 도화길",121812,126.9491359,37.54088866,364
"스키당","일식","MA010120220808387743","스키당","음식","일식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 241-26","서울특별시 마포구 백범로20길",121809,126.9439318,37.54641969,422
"와이즈푸드","한식","MA010120220808258450","와이즈푸드","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-30","서울특별시 마포구 만리재로",121803,126.953732,37.54479495,557
"도화동사람들","한식","MA010120220808313091","도화동사람들","음식","한식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 7-9","서울특별시 마포구 도화2안길",121812,126.9489603,37.53968871,485
"로상해","중식","MA010120220808353349","로상해","음식","중식","서울특별시","마포구","도화동","서울특별시 마포구 도화동 26-3","서울특별시 마포구 새창로",121812,126.9527447,37.54175869,519
"파파존스","기타 간이","MA010120220808323658","파파존스","음식","기타 간이","서울특별시","마포구","염리동","서울특별시 마포구 염리동 178-16","서울특별시 마포구 백범로",121874,126.9441144,37.54711512,467
"도화김밥","기타 간이","MA010120220808294993","도화김밥","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 25-2","서울특별시 마포구 새창로",121812,126.9515827,37.54231604,399
"옴레스토랑마포","동남아시아","MA010120220808261088","옴레스토랑마포","음식","동남아시아","서울특별시","마포구","도화동","서울특별시 마포구 도화동 556","서울특별시 마포구 마포대로",121815,126.9489463,37.54230161,218
"고향칼국수","한식","MA010120220808269376","고향칼국수","음식","한식","서울특별시","마포구","신공덕동","서울특별시 마포구 신공덕동 167","서울특별시 마포구 백범로",121802,126.9528798,37.54342682,476
"서오릉피자","기타 간이","MA010120220808395847","서오릉피자","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 4-39","서울특별시 마포구 새창로",121812,126.9529271,37.5416612,538
"미미집","한식","MA010120220808428372","미미집","음식","한식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-10","서울특별시 마포구 만리재로",121803,126.9532456,37.54478163,514
"병주네","기타 간이","MA010120220808439944","병주네","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 181-45","서울특별시 마포구 새창로",121812,126.9507935,37.5421108,351
"카페뚜또","비알코올 ","MA010120220808540943","카페뚜또","음식","비알코올 ","서울특별시","마포구","신공덕동","서울특별시 마포구 신공덕동 172","서울특별시 마포구 백범로",121802,126.9541152,37.54409553,582
"승환이네","중식","MA010120220808524279","승환이네","음식","중식","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 256-5","서울특별시 마포구 마포대로6길",121803,126.9531704,37.54530357,522
"한국요유빵마포지점","기타 간이","MA010120220808611814","한국요유빵마포지점","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 201-42","서울특별시 마포구 삼개로",121813,126.9477172,37.53957853,481
"라디오데이즈","기타 간이","MA010120220808603530","라디오데이즈","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 182-3","서울특별시 마포구 도화4길",121812,126.9505311,37.54145071,381
"공덕로스터리","비알코올 ","MA010120220808585939","공덕로스터리","음식","비알코올 ","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 479","서울특별시 마포구 백범로31길",121862,126.948679,37.54521861,179
"스마일꽈배기","기타 간이","MA010120220808625389","스마일꽈배기","음식","기타 간이","서울특별시","마포구","도화동","서울특별시 마포구 도화동 182-5","서울특별시 마포구 도화4길",121812,126.9503162,37.5414488,368
"수더분","기타 간이","MA010120220808574100","수더분","음식","기타 간이","서울특별시","마포구","공덕동","서울특별시 마포구 공덕동 476","서울특별시 마포구 백범로",121805,126.9482444,37.54473719,113
"클로드커피","비알코올 ","MA010120220808570375","클로드커피","음식","비알코올 ","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 244-2","서울특별시 마포구 백범로16안길",121809,126.94323,37.54643143,471
"교촌치킨","기타 간이","MA010120220808748950","교촌치킨","음식","기타 간이","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 500-10","서울특별시 마포구 토정로31길",121875,126.9444011,37.54363966,276
"에이치앤포세카","구내식당·뷔페","MA010120220808673143","에이치앤포세카","음식","구내식당·뷔페","서울특별시","마포구","도화동","서울특별시 마포구 도화동 538","서울특별시 마포구 큰우물로",121743,126.9462787,37.54128669,311
"누아네","비알코올 ","MA010120220808691585","누아네","음식","비알코올 ","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 241-1","서울특별시 마포구 백범로",121809,126.9436876,37.54688604,473
"동막역","서양식","MA010120220808688984","동막역","음식","서양식","서울특별시","마포구","대흥동","서울특별시 마포구 대흥동 241-39","서울특별시 마포구 백범로16안길",121809,126.9438994,37.54631127,417
